bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city,model
SUV,5,46602,2018,Petrol,1,Manual,865000,Comprehensive,1199,Honda,5,17.5,FWD,Bangalore,Honda WR-V
SUV,7,50000,2014,Diesel,2,Automatic,1000000,Third Party,2696,Ssangyong,5,11.18,AWD,Bangalore,Mahindra Ssangyong Rexton
Hatchback,5,104000,2014,Diesel,2,Manual,535000,Comprehensive,1248,Maruti,5,25.2,FWD,Bangalore,Maruti Swift
SUV,5,90000,2018,Diesel,1,Manual,975000,Comprehensive,1498,Ford,5,23.0,FWD,Bangalore,Ford Ecosport
Hatchback,5,50035,2017,Petrol,1,Manual,699000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
SUV,5,80000,2021,Petrol,1,Manual,1150000,Third Party,1199,Tata,6,17.57,FWD,Bangalore,Tata Nexon
Hatchback,5,90000,2015,Petrol,2,Manual,625000,Comprehensive,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
Sedan,5,90000,2011,Diesel,4,Automatic,1000000,Third Party,2143,Mercedes-Benz,5,14.21,RWD,Bangalore,Mercedes-Benz E-Class
Sedan,5,120000,2011,Diesel,1,Manual,600000,Third Party,1364,Toyota,6,21.43,FWD,Bangalore,Toyota Corolla Altis
Sedan,5,25170,2015,Petrol,1,Manual,675000,Third Party,1197,Maruti,5,22.41,FWD,Bangalore,Maruti Swift Dzire
Sedan,5,25022,2021,Petrol,1,Manual,893000,Comprehensive,1462,Maruti,5,20.65,FWD,Bangalore,Maruti Ciaz
Hatchback,5,100000,2012,Diesel,2,Manual,420000,Third Party,1248,Maruti,5,22.9,FWD,Bangalore,Maruti Swift
Sedan,5,26367,2020,Petrol,1,Manual,941000,Zero Dep,1462,Maruti,5,20.65,FWD,Bangalore,Maruti Ciaz
Sedan,5,76567,2015,Petrol,2,Automatic,630000,Zero Dep,1797,Hyundai,6,14.5,FWD,Bangalore,Hyundai Elantra
MUV,7,120000,2013,Diesel,2,Manual,1275000,Third Party,2494,Toyota,5,12.99,RWD,Bangalore,Toyota Innova
Hatchback,5,36459,2015,Petrol,2,Automatic,525000,Comprehensive,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
SUV,5,93725,2016,Diesel,1,Manual,750000,Comprehensive,1248,Maruti,5,23.65,FWD,Bangalore,Maruti SX4 S Cross
Sedan,5,115599,2016,Petrol,2,Automatic,632000,Comprehensive,1373,Maruti,4,19.12,FWD,Bangalore,Maruti Ciaz
Sedan,5,43469,2015,Petrol,1,Manual,645000,Zero Dep,1197,Maruti,5,22.41,FWD,Bangalore,Maruti Swift Dzire
Sedan,5,70000,2005,Petrol,4,Manual,500000,Third Party,1299,Ford,5,13.8,FWD,Bangalore,Ford Ikon
SUV,5,77000,2019,Diesel,2,Automatic,6795000,Comprehensive,2993,BMW,8,13.38,AWD,Bangalore,BMW X5
SUV,5,100000,2018,Diesel,1,Manual,850000,Comprehensive,1248,Maruti,5,24.3,FWD,Bangalore,Maruti Vitara Brezza
Sedan,5,72000,2008,Petrol,1,Manual,299000,Third Party,1999,Mitsubishi,5,14.7,FWD,Bangalore,Mitsubishi Cedia
Sedan,5,77000,2013,Diesel,1,Automatic,2095000,Comprehensive,2179,Jaguar,8,16.36,RWD,Bangalore,Jaguar XF
SUV,7,87101,2013,Diesel,1,Automatic,2800000,Comprehensive,2967,Audi,8,12.07,AWD,Bangalore,Audi Q7
Hatchback,5,40771,2021,Petrol,2,Manual,999000,Third Party,999,Volkswagen,6,18.24,FWD,Bangalore,Volkswagen Polo
Hatchback,5,28000,2018,Petrol,1,Manual,825000,Comprehensive,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
Hatchback,5,40000,2008,Petrol,3,Manual,250000,Comprehensive,1061,Maruti,5,18.9,FWD,Bangalore,Maruti Wagon R
SUV,5,26000,2020,Petrol,1,Automatic,1295000,Comprehensive,998,Hyundai,7,18.15,FWD,Bangalore,Hyundai Venue
Hatchback,5,76032,2012,Petrol,1,Manual,329000,Comprehensive,998,Maruti,5,18.9,FWD,Bangalore,Maruti Wagon R
Sedan,5,113780,2018,Petrol,1,Manual,666000,Comprehensive,1462,Maruti,5,21.56,FWD,Bangalore,Maruti Ciaz
Sedan,5,24000,2019,Diesel,1,Automatic,2290000,Third Party,1968,Audi,6,20.38,FWD,Bangalore,Audi A3
SUV,5,65812,2020,Diesel,2,Manual,1026000,Third Party,1493,Hyundai,6,23.7,FWD,Bangalore,Hyundai Venue
SUV,5,10000,2022,Petrol,1,Automatic,1700000,Third Party,999,Skoda,6,17.2,FWD,Bangalore,Skoda Kushaq
Hatchback,5,39959,2016,Petrol,1,Manual,681000,Zero Dep,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
SUV,7,10000,2022,Petrol,1,Automatic,1689999,Third Party,1999,Hyundai,6,14.2,FWD,Bangalore,Hyundai Alcazar
Hatchback,5,65484,2016,Petrol,3,Manual,318000,Third Party,998,Maruti,5,24.39,FWD,Bangalore,Maruti Alto K10
Hatchback,5,49174,2017,Petrol,1,Manual,688000,Comprehensive,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
SUV,5,20000,2022,Petrol,1,Manual,1300000,Third Party,999,Volkswagen,6,20.08,FWD,Bangalore,Volkswagen Taigun
Hatchback,5,50000,2009,Petrol,1,Manual,265000,Third Party,1197,Hyundai,5,20.36,FWD,Bangalore,Hyundai i10
Sedan,5,40000,2018,Petrol,2,Automatic,645000,Third Party,1197,Maruti,5,22.0,FWD,Bangalore,Maruti Swift Dzire
SUV,7,30000,2022,Petrol,1,Automatic,2000000,Third Party,1999,Hyundai,6,14.2,FWD,Bangalore,Hyundai Alcazar
Coupe,5,50000,2007,Petrol,3,Automatic,900000,Third Party,2497,BMW,6,10.9,FWD,Bangalore,BMW 3 Series
Hatchback,5,80000,2020,Petrol,1,Manual,620000,Third Party,1197,Maruti,5,21.21,FWD,Bangalore,Maruti Swift
SUV,5,20000,2022,Petrol,1,Manual,1470000,Third Party,1498,MG,5,15.43,FWD,Bangalore,MG Astor
Sedan,5,70000,2010,CNG,1,Manual,220000,Third Party,1495,Hyundai,5,13.2,FWD,Bangalore,Hyundai Accent
Sedan,5,90000,2014,Diesel,1,Automatic,1475000,Third Party,1968,Audi,8,17.11,FWD,Bangalore,Audi A4
Hatchback,5,40000,2020,Petrol,1,Manual,415000,Third Party,999,Renault,5,21.74,FWD,Bangalore,Renault KWID
Hatchback,5,63797,2016,Petrol,1,Manual,610000,Comprehensive,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
Hatchback,5,60216,2018,Petrol,2,Manual,560000,Comprehensive,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,10000,2015,Petrol,2,Automatic,425000,Third Party,998,Maruti,5,23.95,FWD,Bangalore,Maruti Alto K10
Hatchback,5,38153,2016,Petrol,1,Manual,686000,Comprehensive,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,76485,2015,Petrol,1,Manual,517000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,40000,2015,Petrol,2,Manual,385000,Third Party,998,Maruti,5,20.51,FWD,Bangalore,Maruti Wagon R
Hatchback,5,40623,2016,Petrol,1,Manual,675000,Comprehensive,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Sedan,5,18000,2018,Diesel,2,Automatic,3300000,Third Party,2143,Mercedes-Benz,9,19.27,RWD,Bangalore,Mercedes-Benz C-Class
Hatchback,5,88051,2014,Petrol,1,Manual,499000,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,16522,2022,Petrol,1,Manual,774000,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
SUV,5,70000,2019,Diesel,2,Manual,1475000,Third Party,1956,Jeep,6,16.3,4WD,Bangalore,Jeep Compass
Hatchback,5,80000,2008,Petrol,3,Manual,240000,Third Party,1061,Maruti,5,18.9,FWD,Bangalore,Maruti Wagon R
SUV,5,50000,2019,Diesel,1,Manual,1025000,Third Party,1396,Hyundai,6,23.7,FWD,Bangalore,Hyundai Venue
SUV,5,10000,2023,Petrol,1,Manual,1400000,Third Party,1199,Tata,6,17.33,FWD,Bangalore,Tata Nexon
Hatchback,5,57000,2013,Petrol,2,Manual,285000,Third Party,814,Hyundai,5,21.1,FWD,Bangalore,Hyundai EON
Hatchback,5,10000,2019,Petrol,1,Manual,780000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,50000,2012,Petrol,2,Manual,475000,Third Party,1197,Maruti,5,18.6,FWD,Bangalore,Maruti Swift
SUV,5,120000,2019,Diesel,1,Manual,750000,Third Party,1497,Mahindra,6,20.0,FWD,Bangalore,Mahindra XUV300
Hatchback,5,35469,2014,Petrol,1,Manual,555000,Comprehensive,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,40073,2017,Petrol,2,Manual,607000,Third Party,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
Hatchback,5,65730,2017,Petrol,2,Manual,513999,Third Party,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Sedan,5,120000,2005,Petrol,2,Manual,250000,Third Party,1590,Maruti,5,15.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,36184,2016,Petrol,2,Manual,705000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Hatchback,5,69310,2016,Petrol,1,Manual,653000,Comprehensive,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Sedan,5,55643,2015,Petrol,1,Automatic,872000,Third Party,1497,Honda,5,18.0,FWD,Bangalore,Honda City
Hatchback,5,62803,2017,Petrol,2,Automatic,564000,Third Party,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,90000,2011,Diesel,2,Manual,370000,Third Party,1199,Volkswagen,5,22.07,FWD,Bangalore,Volkswagen Polo
Hatchback,5,68656,2015,Petrol,1,Manual,550000,Third Party,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,77501,2016,Petrol,3,Manual,517000,Comprehensive,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
Sedan,5,40000,2016,Petrol,1,Manual,620000,Third Party,1197,Maruti,5,20.85,FWD,Bangalore,Maruti Swift Dzire
Sedan,5,48325,2014,Petrol,1,Automatic,750000,Third Party,1497,Honda,5,18.0,FWD,Bangalore,Honda City
SUV,5,30000,2022,Petrol,1,Manual,1220000,Third Party,1199,Tata,6,17.57,FWD,Bangalore,Tata Nexon
Hatchback,5,100000,2013,Diesel,2,Automatic,1350000,Comprehensive,2143,Mercedes-Benz,7,14.8,FWD,Bangalore,Mercedes-Benz B Class
Hatchback,5,69000,2015,Petrol,1,Manual,575000,Comprehensive,1197,Maruti,5,22.0,FWD,Bangalore,Maruti Swift
SUV,5,110000,2018,Diesel,1,Manual,1250000,Third Party,1956,Jeep,6,17.1,4WD,Bangalore,Jeep Compass
Sedan,5,50000,2016,Petrol,2,Manual,868000,Third Party,1591,Hyundai,5,17.01,FWD,Bangalore,Hyundai Verna
MUV,8,60000,2020,Diesel,1,Automatic,3000000,Third Party,2199,Kia,8,14.11,RWD,Bangalore,Kia Carnival
Hatchback,5,20000,2021,Petrol,1,Manual,980000,Third Party,998,Hyundai,6,20.0,FWD,Bangalore,Hyundai i20
Hatchback,5,14999,2022,Petrol,1,Automatic,900000,Third Party,1197,Maruti,5,22.56,FWD,Bangalore,Maruti Swift
Hatchback,5,90773,2016,Petrol,2,Manual,550000,Comprehensive,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
Sedan,5,90000,2012,Diesel,1,Manual,450000,Third Party,1598,Skoda,5,20.5,FWD,Bangalore,Skoda Rapid
Hatchback,5,64917,2017,Petrol,2,Manual,610000,Zero Dep,1197,Maruti,5,20.4,FWD,Bangalore,Maruti Swift
Hatchback,5,70235,2017,Petrol,1,Manual,543000,Comprehensive,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
Hatchback,5,30000,2021,Petrol,1,Manual,980000,Third Party,998,Hyundai,6,20.0,FWD,Bangalore,Hyundai i20
Hatchback,5,78782,2016,Petrol,1,Manual,535000,Zero Dep,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
SUV,7,164000,2014,Diesel,2,Manual,850000,Comprehensive,2179,Mahindra,6,15.1,AWD,Bangalore,Mahindra XUV500
Sedan,5,72136,2016,Petrol,2,Manual,661000,Third Party,1373,Maruti,5,20.73,FWD,Bangalore,Maruti Ciaz
Hatchback,5,52486,2015,Petrol,2,Manual,505000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Sedan,5,150000,2007,Diesel,1,Automatic,450000,Third Party,1896,Skoda,6,15.6,FWD,Bangalore,Skoda Laura
SUV,5,36887,2017,Petrol,1,Manual,865000,Third Party,1199,Honda,5,17.5,FWD,Bangalore,Honda WR-V
SUV,5,47962,2019,Petrol,1,Manual,999000,Comprehensive,998,Hyundai,6,18.27,FWD,Bangalore,Hyundai Venue
SUV,5,135000,2014,Diesel,1,Manual,595000,Comprehensive,1461,Nissan,5,20.45,FWD,Bangalore,Nissan Terrano
Sedan,5,47398,2018,Petrol,2,Automatic,2365000,Comprehensive,1798,Skoda,7,14.67,FWD,Bangalore,Skoda Superb
Sedan,5,50000,2012,Petrol,2,Manual,400000,Third Party,1368,Fiat,5,14.6,FWD,Bangalore,Fiat Linea
Sedan,5,100000,2012,Diesel,1,Manual,550000,Third Party,1248,Maruti,5,19.3,RWD,Bangalore,Maruti Swift Dzire
SUV,5,55000,2020,Diesel,1,Automatic,6050000,Comprehensive,2993,BMW,8,14.71,4WD,Bangalore,BMW X4
SUV,5,110000,2011,Diesel,2,Automatic,1600000,Comprehensive,1995,BMW,5,16.55,FWD,Bangalore,BMW X3
Hatchback,5,90000,2013,Petrol,3,Automatic,520000,Third Party,1197,Volkswagen,7,17.21,FWD,Bangalore,Volkswagen Polo
Hatchback,5,116624,2016,Petrol,1,Manual,616000,Zero Dep,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Sedan,5,54561,2019,Petrol,2,Manual,795000,Zero Dep,1462,Maruti,5,21.56,FWD,Bangalore,Maruti Ciaz
Hatchback,5,65072,2016,Petrol,1,Manual,624000,Comprehensive,1199,Honda,5,18.7,FWD,Bangalore,Honda Jazz
Hatchback,5,133532,2017,Petrol,1,Manual,549000,Zero Dep,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
MUV,7,120000,2010,Diesel,3,Manual,760000,Third Party,2494,Toyota,5,11.4,FWD,Bangalore,Toyota Innova
Sedan,5,39886,2013,Petrol,1,Manual,524000,Comprehensive,1197,Maruti,5,22.41,FWD,Bangalore,Maruti Swift Dzire
SUV,7,80000,2019,Diesel,1,Manual,1650000,Third Party,2179,Mahindra,6,15.1,FWD,Bangalore,Mahindra XUV500
Hatchback,5,56976,2015,Diesel,2,Manual,583000,Comprehensive,1248,Maruti,5,25.2,FWD,Bangalore,Maruti Swift
Sedan,5,68303,2020,Petrol,2,Manual,1147000,Zero Dep,999,Volkswagen,6,17.69,FWD,Bangalore,Volkswagen Vento
Hatchback,4,80000,2013,Petrol,2,Automatic,1750000,Third Party,1598,Mini,6,13.6,FWD,Bangalore,Mini Cooper
Sedan,5,54000,2016,Diesel,1,Automatic,825000,Comprehensive,1498,Skoda,7,21.72,FWD,Bangalore,Skoda Rapid
SUV,7,98500,2016,Diesel,1,Automatic,3150000,Third Party,2179,Land Rover,9,12.51,4WD,Bangalore,Land Rover Discovery Sport
Hatchback,5,72348,2018,Petrol,1,Manual,755000,Third Party,1199,Volkswagen,5,16.2,FWD,Bangalore,Volkswagen Polo
SUV,5,70000,2015,Petrol,1,Manual,875000,Comprehensive,1591,Hyundai,6,13.0,FWD,Bangalore,Hyundai Creta
Hatchback,5,62696,2021,Petrol,1,Manual,855000,Third Party,999,Volkswagen,5,17.74,FWD,Bangalore,Volkswagen Polo
SUV,7,174000,2014,Diesel,3,Automatic,1845000,Comprehensive,2982,Toyota,5,12.55,FWD,Bangalore,Toyota Fortuner
Hatchback,5,65000,2016,Petrol,1,Manual,525000,Comprehensive,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,36000,2017,Petrol,1,Automatic,650000,Comprehensive,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
MUV,7,199000,2011,Diesel,2,Manual,950000,Comprehensive,2494,Toyota,5,12.8,FWD,Bangalore,Toyota Innova
Sedan,5,71905,2018,Petrol,1,Automatic,846000,Zero Dep,1497,Honda,5,18.0,FWD,Bangalore,Honda City
Hatchback,5,69748,2013,Petrol,2,Manual,424000,Comprehensive,1197,Maruti,5,22.38,FWD,Bangalore,Maruti Swift
Hatchback,5,44000,2008,Petrol,1,Manual,210000,Comprehensive,796,Maruti,5,19.7,FWD,Bangalore,Maruti Alto
Sedan,5,17875,2021,Petrol,2,Manual,959000,Third Party,1496,Toyota,6,17.1,FWD,Bangalore,Toyota Yaris
SUV,5,95678,2020,Petrol,1,Manual,889000,Comprehensive,1330,Renault,6,16.42,FWD,Bangalore,Renault Duster
SUV,5,12003,2022,Petrol,1,Automatic,850000,Third Party,999,Renault,5,19.03,FWD,Bangalore,Renault Kiger
SUV,5,114427,2018,Diesel,2,Manual,836000,Comprehensive,1498,Ford,5,23.0,FWD,Bangalore,Ford Ecosport
SUV,5,20000,2022,Petrol,1,Automatic,660000,Third Party,999,Renault,5,19.03,FWD,Bangalore,Renault Kiger
Hatchback,5,64655,2012,Petrol,1,Manual,334000,Comprehensive,1198,Honda,5,19.4,FWD,Bangalore,Honda Brio
SUV,6,46456,2018,Petrol,1,Manual,594000,Third Party,1198,Mahindra,5,18.15,FWD,Bangalore,Mahindra KUV 100
SUV,5,20000,2021,Petrol,1,Automatic,991000,Third Party,999,Renault,5,18.24,FWD,Bangalore,Renault Kiger
SUV,5,50000,2018,Diesel,1,Manual,1450000,Third Party,1956,Jeep,6,17.1,4WD,Bangalore,Jeep Compass
Sedan,5,90000,2011,Diesel,4,Manual,219000,Third Party,1598,Volkswagen,5,20.54,FWD,Bangalore,Volkswagen Vento
SUV,5,20000,2022,Diesel,1,Manual,1285000,Third Party,1493,Hyundai,6,18.9,FWD,Bangalore,Hyundai Venue
SUV,5,27000,2021,Petrol,1,Automatic,4195000,Comprehensive,1969,Volvo,8,18.9,FWD,Bangalore,Volvo XC40
MUV,8,150000,2008,Diesel,3,Manual,455000,Third Party,2494,Toyota,5,12.8,FWD,Bangalore,Toyota Innova
Hatchback,5,10000,2022,Petrol,1,Manual,825000,Third Party,1197,Maruti,5,22.35,FWD,Bangalore,Maruti Baleno
Sedan,5,40000,2018,Petrol,1,Manual,825000,Third Party,1497,Honda,5,17.4,FWD,Bangalore,Honda City
SUV,5,40000,2020,Diesel,1,Manual,919999,Third Party,1498,Ford,5,23.0,FWD,Bangalore,Ford Ecosport
Sedan,5,20000,2018,Diesel,2,Automatic,3300000,Third Party,2143,Mercedes-Benz,9,19.27,RWD,Bangalore,Mercedes-Benz C-Class
SUV,5,91598,2017,Diesel,2,Manual,729000,Third Party,1498,Ford,5,22.77,FWD,Bangalore,Ford Ecosport
Hatchback,5,57521,2015,Petrol,1,Manual,432000,Comprehensive,998,Maruti,5,25.24,FWD,Bangalore,Maruti Celerio
SUV,5,100000,2016,Diesel,1,Manual,700000,Third Party,1461,Renault,5,19.87,FWD,Bangalore,Renault Duster
Sedan,5,7598,2021,Petrol,1,Manual,1499000,Comprehensive,1497,Hyundai,6,17.7,FWD,Bangalore,Hyundai Verna
SUV,5,38520,2017,Petrol,1,Manual,762000,Comprehensive,1598,Renault,5,13.06,FWD,Bangalore,Renault Duster
SUV,5,20000,2022,Petrol,1,Manual,1625000,Third Party,1498,MG,5,15.43,FWD,Bangalore,MG Astor
SUV,5,110455,2014,Diesel,2,Manual,632000,Comprehensive,1461,Renault,5,20.45,FWD,Bangalore,Renault Duster
SUV,5,26901,2020,Petrol,1,Automatic,1218000,Comprehensive,998,Hyundai,7,18.15,FWD,Bangalore,Hyundai Venue
Hatchback,5,65376,2017,Petrol,1,Automatic,524000,Zero Dep,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
SUV,7,28177,2018,Diesel,3,Manual,1405000,Comprehensive,2179,Mahindra,6,15.1,FWD,Bangalore,Mahindra XUV500
SUV,5,10000,2022,Petrol,1,Manual,1390000,Third Party,998,Kia,6,18.2,FWD,Bangalore,Kia Sonet
SUV,5,30000,2021,Petrol,1,Automatic,1889999,Comprehensive,1451,MG,6,18.9,FWD,Bangalore,MG Hector
SUV,5,27000,2018,Petrol,1,Automatic,1275000,Third Party,1591,Hyundai,6,13.0,FWD,Bangalore,Hyundai Creta
Hatchback,5,90000,2010,Petrol,3,Automatic,275000,Third Party,1197,Hyundai,4,19.2,FWD,Bangalore,Hyundai i10
Sedan,5,20000,2022,Petrol,1,Manual,1125000,Third Party,1497,Honda,5,17.4,FWD,Bangalore,Honda City
Sedan,5,82998,2016,Petrol,1,Automatic,650000,Comprehensive,1497,Honda,5,18.0,FWD,Bangalore,Honda City
Sedan,5,110000,2010,Petrol,3,Automatic,700000,Third Party,1781,Audi,7,12.3,FWD,Bangalore,Audi A4
Sedan,5,14500,2019,Petrol,1,Manual,1100000,Third Party,1497,Honda,5,17.14,FWD,Bangalore,Honda City
Sedan,5,120000,2016,Diesel,3,Manual,260000,Third Party,1461,Mahindra,5,21.03,FWD,Bangalore,Mahindra Verito
Hatchback,5,68000,2010,Petrol,2,Automatic,395000,Comprehensive,1197,Hyundai,4,19.2,FWD,Bangalore,Hyundai i10
Sedan,5,25887,2019,Petrol,1,Manual,681000,Third Party,1197,Hyundai,5,20.14,FWD,Bangalore,Hyundai Xcent
Hatchback,5,74094,2020,Petrol,1,Manual,405000,Comprehensive,998,Maruti,5,21.7,FWD,Bangalore,Maruti S-Presso
Hatchback,5,40000,2018,Petrol,1,Automatic,765000,Comprehensive,1199,Honda,5,19.0,FWD,Bangalore,Honda Jazz
Hatchback,5,91045,2014,Diesel,1,Manual,487000,Third Party,1248,Maruti,5,23.2,FWD,Bangalore,Maruti Ritz
SUV,7,80033,2018,Diesel,1,Manual,1474000,Third Party,2179,Mahindra,6,15.1,FWD,Bangalore,Mahindra XUV500
SUV,7,70000,2017,Diesel,2,Automatic,1340000,Third Party,2179,Mahindra,6,16.0,FWD,Bangalore,Mahindra XUV500
MUV,7,13957,2021,Petrol,1,Automatic,770000,Comprehensive,999,Renault,5,18.2,FWD,Bangalore,Renault Triber
Hatchback,5,34140,2018,Petrol,2,Automatic,818000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
SUV,5,20056,2017,Petrol,1,Manual,724000,Comprehensive,1497,Ford,5,17.0,FWD,Bangalore,Ford Ecosport
Hatchback,5,38233,2016,Petrol,3,Automatic,468000,Comprehensive,998,Maruti,5,26.0,FWD,Bangalore,Maruti Celerio
Sedan,5,100000,2013,Petrol,1,Manual,500000,Third Party,1390,Volkswagen,6,14.69,FWD,Bangalore,Volkswagen Jetta
SUV,5,50000,2016,Diesel,2,Manual,600000,Third Party,1498,Ford,5,22.77,FWD,Bangalore,Ford Ecosport
SUV,7,70000,2017,Diesel,2,Manual,1350000,Third Party,2179,Mahindra,6,16.0,AWD,Bangalore,Mahindra XUV500
Hatchback,5,44000,2016,Petrol,1,Manual,525000,Comprehensive,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,90000,2006,Petrol,2,Manual,175000,Third Party,1341,Hyundai,5,15.3,FWD,Bangalore,Hyundai Getz
Sedan,5,30000,2016,Petrol,1,Automatic,725000,Third Party,1373,Maruti,4,19.12,FWD,Bangalore,Maruti Ciaz
Hatchback,5,50000,2018,Petrol,1,Manual,550000,Third Party,1197,Hyundai,5,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,98000,2019,Petrol,1,Manual,650000,Comprehensive,1197,Maruti,5,22.0,FWD,Bangalore,Maruti Swift
Hatchback,5,47000,2017,Petrol,1,Automatic,775000,Comprehensive,1199,Honda,5,18.2,FWD,Bangalore,Honda Jazz
Sedan,5,70000,2019,Petrol,1,Manual,900000,Third Party,1591,Hyundai,6,17.0,FWD,Bangalore,Hyundai Verna
Hatchback,5,16998,2020,Petrol,1,Manual,408000,Comprehensive,796,Maruti,5,22.05,FWD,Bangalore,Maruti Alto 800
Hatchback,5,15256,2017,Petrol,1,Automatic,642000,Comprehensive,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
Hatchback,5,4495,2020,Petrol,1,Automatic,521000,Comprehensive,999,Datsun,5,22.5,RWD,Bangalore,Datsun RediGO
MUV,7,34561,2020,Petrol,1,Manual,695000,Zero Dep,999,Renault,5,20.0,FWD,Bangalore,Renault Triber
Hatchback,5,40000,2018,Petrol,2,Manual,390000,Third Party,998,Maruti,5,23.95,FWD,Bangalore,Maruti Alto K10
Hatchback,5,142135,2016,Petrol,1,Manual,429000,Comprehensive,1199,Tata,5,23.84,FWD,Bangalore,Tata Tiago
Sedan,5,120000,2021,Petrol,1,Manual,520000,Third Party,1194,Ford,5,18.5,FWD,Bangalore,Ford Aspire
Hatchback,5,9553,2019,Petrol,1,Automatic,625000,Third Party,1197,Maruti,5,20.52,FWD,Bangalore,Maruti Wagon R
Hatchback,5,7600,2022,Petrol,1,Manual,601000,Zero Dep,999,Renault,5,21.46,FWD,Bangalore,Renault KWID
SUV,5,120000,2017,Diesel,1,Manual,1300000,Third Party,1956,Jeep,6,17.1,4WD,Bangalore,Jeep Compass
Hatchback,5,20000,2017,Petrol,1,Automatic,645000,Comprehensive,1197,Hyundai,4,18.9,FWD,Bangalore,Hyundai Grand i10
SUV,7,120000,2013,Diesel,2,Automatic,1975000,Third Party,2967,Audi,8,12.07,AWD,Bangalore,Audi Q7
Hatchback,5,45578,2016,Petrol,1,Manual,695000,Third Party,1197,Hyundai,5,18.6,FWD,Bangalore,Hyundai i20
Sedan,5,100000,2014,Diesel,2,Automatic,1644000,Comprehensive,1995,BMW,8,22.69,RWD,Bangalore,BMW 3 Series
SUV,5,42000,2019,Petrol,1,Manual,894999,Comprehensive,1497,Ford,5,17.0,FWD,Bangalore,Ford Ecosport
Hatchback,5,90000,2013,Petrol,2,Manual,350000,Third Party,1197,Hyundai,5,20.36,FWD,Bangalore,Hyundai i10
Sedan,5,70000,2012,Diesel,1,Manual,550000,Third Party,1582,Hyundai,6,22.32,FWD,Bangalore,Hyundai Verna
SUV,7,100000,2010,Diesel,3,Automatic,750000,Third Party,2953,Ford,5,11.4,FWD,Bangalore,Ford Endeavour
Hatchback,5,16306,2017,Petrol,1,Manual,581000,Comprehensive,1197,Maruti,5,20.89,FWD,Bangalore,Maruti Ignis
Hatchback,5,25086,2020,Petrol,3,Manual,513000,Comprehensive,1197,Maruti,5,20.52,FWD,Bangalore,Maruti Wagon R
Hatchback,5,54845,2017,Petrol,1,Manual,650000,Third Party,1197,Maruti,5,21.01,FWD,Bangalore,Maruti Baleno
Hatchback,5,35642,2020,Diesel,1,Manual,806000,Comprehensive,1498,Ford,5,24.4,FWD,Bangalore,Ford Freestyle
Hatchback,5,22173,2016,Petrol,1,Automatic,725000,Third Party,1197,Maruti,5,21.4,FWD,Bangalore,Maruti Baleno
Sedan,5,50000,2018,Diesel,1,Automatic,4950000,Comprehensive,2993,BMW,8,17.42,RWD,Bangalore,BMW 5 Series
