bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city,model
SUV,7,78565,2019,Diesel,1,Manual,1295000,Comprehensive,2179,Mahindra,6,15.1,FWD,Kolkata,Mahindra XUV500
SUV,5,10197,2022,Petrol,1,Automatic,1792000,Third Party,1451,MG,8,18.9,FWD,Kolkata,MG Hector
Hatchback,5,60000,2014,Petrol,2,Manual,180000,Third Party,814,Hyundai,5,21.1,FWD,Kolkata,Hyundai EON
Sedan,5,32844,2017,Petrol,1,Manual,602000,Comprehensive,1497,Honda,5,17.8,FWD,Kolkata,Honda City
Hatchback,5,5198,2022,CNG,1,Manual,743000,Comprehensive,1199,Tata,5,529.8,FWD,Kolkata,Tata Tiago
Hatchback,5,40000,2013,Petrol,1,Manual,335000,Comprehensive,1197,Hyundai,5,18.5,FWD,Kolkata,Hyundai i20
Sedan,5,19355,2019,Petrol,1,Automatic,750000,Comprehensive,1598,Skoda,6,14.84,FWD,Kolkata,Skoda Rapid
Sedan,5,60000,2010,Petrol,1,Manual,240000,Third Party,1298,Maruti,5,17.5,RWD,Kolkata,Maruti Swift Dzire
Hatchback,5,31197,2019,Petrol,1,Manual,474000,Third Party,998,Maruti,5,21.79,FWD,Kolkata,Maruti Wagon R
Hatchback,5,6651,2021,Petrol,1,Manual,346000,Third Party,999,Datsun,5,21.7,FWD,Kolkata,Datsun RediGO
Hatchback,5,60000,2009,Petrol,3,Manual,70000,Third Party,995,Chevrolet,5,18.0,FWD,Kolkata,Chevrolet Spark
SUV,7,35000,2018,Petrol,1,Manual,745000,Comprehensive,1497,Honda,6,15.4,FWD,Kolkata,Honda BR-V
Sedan,5,57000,2013,Petrol,1,Manual,335000,Comprehensive,1497,Honda,5,16.8,FWD,Kolkata,Honda City
Sedan,5,50469,2016,Petrol,1,Automatic,550000,Third Party,1497,Honda,5,18.0,FWD,Kolkata,Honda City
Hatchback,5,32000,2018,Petrol,1,Manual,524000,Comprehensive,1197,Maruti,5,22.0,FWD,Kolkata,Maruti Swift
Sedan,5,36000,2016,Petrol,1,Automatic,850000,Comprehensive,1798,Toyota,7,14.28,FWD,Kolkata,Toyota Corolla Altis
Hatchback,5,30000,2018,Petrol,1,Manual,210000,Third Party,799,Datsun,5,22.7,RWD,Kolkata,Datsun RediGO
SUV,7,68042,2018,Diesel,1,Automatic,999000,Comprehensive,2179,Mahindra,6,16.0,FWD,Kolkata,Mahindra XUV500
Hatchback,5,65000,2014,Petrol,2,Manual,229999,Comprehensive,1197,Hyundai,5,20.36,FWD,Kolkata,Hyundai i10
Hatchback,5,24000,2020,Petrol,1,Manual,549000,Comprehensive,1197,Maruti,5,20.4,FWD,Kolkata,Maruti Swift
Sedan,5,82948,2016,Diesel,1,Manual,520000,Comprehensive,1248,Maruti,5,28.09,FWD,Kolkata,Maruti Ciaz
Hatchback,5,23162,2010,Petrol,2,Manual,141000,Comprehensive,998,Maruti,5,19.0,FWD,Kolkata,Maruti Zen Estilo
Hatchback,5,45000,2010,Petrol,1,Manual,129000,Comprehensive,1197,Maruti,5,18.5,FWD,Kolkata,Maruti Ritz
SUV,5,7281,2020,Petrol,2,Manual,641000,Comprehensive,1199,Honda,5,17.5,FWD,Kolkata,Honda WR-V
Hatchback,5,29428,2016,Petrol,1,Manual,466000,Third Party,1197,Hyundai,5,17.19,FWD,Kolkata,Hyundai i20 Active
SUV,5,64000,2018,Petrol,1,Manual,844999,Comprehensive,1591,Hyundai,6,15.8,FWD,Kolkata,Hyundai Creta
Hatchback,5,62202,2016,Petrol,1,Manual,215000,Comprehensive,796,Maruti,5,22.05,FWD,Kolkata,Maruti Alto 800
Sedan,5,47000,2018,Petrol,1,Manual,725000,Third Party,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Sedan,5,13145,2022,CNG,1,Manual,772000,Comprehensive,1199,Tata,5,26.49,FWD,Kolkata,Tata Tigor
Hatchback,5,119490,2017,Petrol,1,Manual,254999,Third Party,814,Hyundai,5,21.1,FWD,Kolkata,Hyundai EON
SUV,7,8000,2021,Diesel,1,Manual,1673999,Comprehensive,2179,Mahindra,6,15.1,FWD,Kolkata,Mahindra XUV500
Sedan,5,45000,2015,Diesel,1,Manual,525000,Third Party,1498,Honda,6,25.1,FWD,Kolkata,Honda City
Hatchback,5,46422,2016,Petrol,1,Manual,295000,Comprehensive,998,Maruti,5,20.51,FWD,Kolkata,Maruti Wagon R Stingray
Hatchback,5,64000,2014,Petrol,3,Manual,235000,Comprehensive,1197,Hyundai,5,20.36,FWD,Kolkata,Hyundai i10
Sedan,5,52000,2020,Diesel,1,Manual,495000,Comprehensive,1498,Volkswagen,5,21.66,FWD,Kolkata,Volkswagen Ameo
Sedan,5,25000,2019,Petrol,1,Manual,685000,Comprehensive,1497,Honda,5,16.8,FWD,Kolkata,Honda City
Hatchback,5,15000,2013,Petrol,2,Manual,186000,Third Party,814,Hyundai,5,21.1,FWD,Kolkata,Hyundai EON
SUV,5,45000,2020,Petrol,1,Manual,1265000,Comprehensive,1353,Kia,6,16.5,FWD,Kolkata,Kia Seltos
SUV,5,65000,2018,Petrol,1,Automatic,894999,Comprehensive,1591,Hyundai,6,14.8,FWD,Kolkata,Hyundai Creta
SUV,5,65000,2018,Diesel,1,Manual,950000,Third Party,1956,Jeep,6,17.1,4WD,Kolkata,Jeep Compass
Sedan,5,21628,2019,Petrol,1,Manual,727000,Comprehensive,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Hatchback,5,8347,2016,Petrol,1,Manual,426999,Third Party,1197,Maruti,5,22.38,FWD,Kolkata,Maruti Swift
SUV,7,72057,2016,Diesel,2,Manual,875000,Comprehensive,2179,Mahindra,5,15.4,RWD,Kolkata,Mahindra Scorpio
Hatchback,5,52549,2017,Petrol,1,Manual,349000,Third Party,1197,Hyundai,5,18.9,FWD,Kolkata,Hyundai Grand i10
Sedan,5,44540,2014,Petrol,2,Automatic,450000,Third Party,1497,Honda,5,18.0,FWD,Kolkata,Honda City
Hatchback,5,44000,2014,Petrol,2,Manual,320000,Comprehensive,1197,Maruti,5,18.6,FWD,Kolkata,Maruti Swift
Hatchback,5,53084,2019,Diesel,1,Manual,646000,Third Party,1186,Hyundai,5,26.2,FWD,Kolkata,Hyundai Grand i10 Nios
MUV,6,10000,2021,Petrol,2,Manual,950000,Third Party,1462,Maruti,5,19.01,FWD,Kolkata,Maruti XL6
Sedan,5,34339,2018,Petrol,2,Automatic,1124000,Comprehensive,1798,Toyota,7,14.28,FWD,Kolkata,Toyota Corolla Altis
SUV,5,15456,2020,Petrol,1,Manual,1057000,Third Party,1497,Kia,6,16.8,FWD,Kolkata,Kia Seltos
Hatchback,5,68000,2018,Petrol,1,Manual,385000,Comprehensive,1086,Hyundai,5,20.3,FWD,Kolkata,Hyundai Santro
SUV,5,10000,2021,Petrol,1,Manual,875000,Third Party,1462,Maruti,5,18.55,FWD,Kolkata,Maruti SX4 S Cross
SUV,7,100000,2017,Diesel,1,Manual,520000,Third Party,1493,Mahindra,5,18.49,RWD,Kolkata,Mahindra TUV 300
SUV,7,59639,2019,Diesel,1,Manual,675000,Comprehensive,1493,Mahindra,5,18.49,RWD,Kolkata,Mahindra TUV 300
Hatchback,5,50000,2017,Petrol,1,Manual,360000,Third Party,998,Maruti,5,23.1,FWD,Kolkata,Maruti Celerio
Sedan,5,37000,2016,Petrol,1,Automatic,1795000,Comprehensive,1798,Audi,7,15.26,FWD,Kolkata,Audi A6
Sedan,5,60000,2013,Petrol,2,Manual,235000,Third Party,1498,Renault,5,16.95,FWD,Kolkata,Renault Scala
Hatchback,5,8000,2022,Petrol,1,Manual,900000,Third Party,998,Hyundai,5,20.0,FWD,Kolkata,Hyundai i20 N Line
MUV,7,31000,2017,Diesel,1,Manual,800000,Third Party,1248,Maruti,5,24.52,FWD,Kolkata,Maruti Ertiga
Sedan,5,44890,2016,Petrol,1,Manual,357000,Comprehensive,1198,Honda,5,18.0,FWD,Kolkata,Honda Amaze
SUV,5,48752,2017,Diesel,2,Manual,620000,Comprehensive,1396,Hyundai,6,22.1,FWD,Kolkata,Hyundai Creta
SUV,6,10000,2022,Diesel,1,Automatic,2350000,Third Party,1956,Tata,6,14.08,FWD,Kolkata,Tata New Safari
SUV,5,5151,2017,Petrol,1,Manual,372000,Third Party,1198,Mahindra,5,18.15,FWD,Kolkata,Mahindra KUV 100
Hatchback,5,28807,2017,Petrol,1,Manual,275000,Zero Dep,796,Maruti,5,22.05,FWD,Kolkata,Maruti Alto 800
Hatchback,5,30000,2014,Petrol,2,Manual,220000,Third Party,1086,Hyundai,5,17.92,FWD,Kolkata,Hyundai Santro Xing
Sedan,5,20593,2019,Petrol,1,Manual,763000,Third Party,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Sedan,5,82879,2015,Petrol,2,Manual,260000,Third Party,1198,Honda,5,18.0,FWD,Kolkata,Honda Amaze
Sedan,5,13407,2022,Petrol,1,Manual,1015000,Comprehensive,1498,Honda,6,18.6,FWD,Kolkata,Honda City
Hatchback,5,100000,2019,Petrol,1,Manual,409999,Third Party,1197,Maruti,5,20.89,FWD,Kolkata,Maruti Ignis
MUV,7,66000,2018,Diesel,1,Manual,791000,Comprehensive,1248,Maruti,5,25.47,FWD,Kolkata,Maruti Ertiga
MUV,7,177000,2015,Diesel,1,Manual,745000,Comprehensive,2494,Toyota,5,12.99,RWD,Kolkata,Toyota Innova
MUV,7,21100,2021,Diesel,1,Manual,1850000,Third Party,2393,Toyota,5,12.0,RWD,Kolkata,Toyota Innova Crysta
MUV,10,120000,2005,Diesel,1,Manual,110000,Third Party,1948,Tata,5,12.2,FWD,Kolkata,Tata Sumo Victa
Sedan,4,44227,2018,Diesel,1,Automatic,3900000,Comprehensive,2993,BMW,8,17.09,FWD,Kolkata,BMW 6 Series
SUV,7,70000,2015,Diesel,3,Automatic,1350000,Third Party,2982,Toyota,5,12.55,FWD,Kolkata,Toyota Fortuner
SUV,5,45000,2019,Petrol,1,Manual,650000,Third Party,1199,Honda,5,17.5,FWD,Kolkata,Honda WR-V
SUV,6,50000,2021,Petrol,1,Manual,1600000,Third Party,1999,Hyundai,6,14.5,FWD,Kolkata,Hyundai Alcazar
Hatchback,5,77042,2019,Petrol,1,Manual,449000,Comprehensive,1197,Maruti,5,22.38,FWD,Kolkata,Maruti Swift
Sedan,5,42325,2021,Petrol,1,Manual,517000,Third Party,1199,Tata,5,19.28,FWD,Kolkata,Tata Tigor
Hatchback,5,50000,2017,Petrol,1,Manual,500000,Third Party,1199,Volkswagen,5,16.2,FWD,Kolkata,Volkswagen Polo
Hatchback,5,37196,2015,Petrol,1,Manual,400000,Comprehensive,1197,Maruti,5,22.38,FWD,Kolkata,Maruti Swift
Hatchback,5,61530,2017,Diesel,1,Manual,459999,Third Party,1248,Maruti,5,27.39,FWD,Kolkata,Maruti Baleno
Hatchback,5,48000,2016,Petrol,1,Manual,580000,Third Party,1197,Hyundai,5,17.19,FWD,Kolkata,Hyundai i20 Active
SUV,5,74444,2017,Diesel,1,Manual,643000,Comprehensive,1248,Maruti,5,24.3,FWD,Kolkata,Maruti Vitara Brezza
Hatchback,5,120000,2011,Petrol,1,Manual,200000,Third Party,1198,Skoda,5,16.25,FWD,Kolkata,Skoda Fabia
Hatchback,5,11768,2020,Petrol,1,Manual,411000,Comprehensive,998,Maruti,5,21.7,FWD,Kolkata,Maruti S-Presso
Hatchback,5,19715,2020,Petrol,2,Manual,384000,Third Party,799,Renault,5,22.3,FWD,Kolkata,Renault KWID
SUV,5,54581,2018,Petrol,1,Manual,500000,Third Party,1199,Honda,5,17.5,FWD,Kolkata,Honda WR-V
Sedan,5,34000,2014,Diesel,1,Automatic,1475000,Comprehensive,1968,Audi,8,17.68,FWD,Kolkata,Audi A6
Hatchback,5,50000,2016,Petrol,2,Manual,500000,Third Party,1197,Hyundai,5,18.6,FWD,Kolkata,Hyundai i20
Hatchback,5,40000,2014,Petrol,2,Manual,360000,Third Party,1198,Volkswagen,5,16.47,FWD,Kolkata,Volkswagen Polo
SUV,7,70000,2015,Diesel,4,Automatic,1450000,Third Party,2982,Toyota,5,12.55,FWD,Kolkata,Toyota Fortuner
SUV,5,19600,2016,Petrol,3,Automatic,4200000,Third Party,1984,Porsche,7,13.6,AWD,Kolkata,Porsche Macan
MUV,7,120000,2011,Diesel,1,Manual,350000,Third Party,2499,Chevrolet,5,14.8,FWD,Kolkata,Chevrolet Tavera
SUV,5,68000,2012,Diesel,1,Automatic,1199000,Comprehensive,1995,BMW,8,16.09,4WD,Kolkata,BMW X3
Sedan,5,70000,2014,Diesel,2,Manual,220000,Third Party,1248,Tata,5,21.02,FWD,Kolkata,Tata Manza
Hatchback,5,50000,2016,Diesel,4,Manual,330000,Third Party,1120,Hyundai,5,24.0,FWD,Kolkata,Hyundai Grand i10
Sedan,5,70179,2021,Petrol,1,Manual,518000,Third Party,1199,Tata,5,19.28,FWD,Kolkata,Tata Tigor
Hatchback,5,54501,2010,Petrol,1,Manual,141000,Comprehensive,998,Maruti,5,19.0,FWD,Kolkata,Maruti A-Star
SUV,5,20000,2018,Diesel,1,Manual,800000,Third Party,1461,Renault,6,20.37,FWD,Kolkata,Renault Captur
Hatchback,5,28651,2016,Petrol,1,Manual,227000,Third Party,796,Maruti,5,22.05,FWD,Kolkata,Maruti Alto 800
Sedan,5,64787,2014,Petrol,2,Manual,372000,Third Party,1497,Honda,5,17.4,FWD,Kolkata,Honda City
SUV,7,138726,2014,Diesel,1,Manual,1300000,Comprehensive,2982,Toyota,5,13.0,FWD,Kolkata,Toyota Fortuner
Hatchback,5,24147,2019,Petrol,1,Manual,437000,Comprehensive,998,Maruti,5,21.79,FWD,Kolkata,Maruti Wagon R
Sedan,5,65000,2017,Petrol,1,Automatic,950000,Third Party,1798,Toyota,7,14.28,FWD,Kolkata,Toyota Corolla Altis
Sedan,5,79513,2015,Petrol,1,Manual,421000,Comprehensive,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Hatchback,5,87845,2010,Petrol,1,Manual,193000,Third Party,1197,Hyundai,5,18.5,FWD,Kolkata,Hyundai i20
MUV,7,20000,2015,Petrol,1,Manual,750000,Third Party,1373,Maruti,5,16.02,FWD,Kolkata,Maruti Ertiga
Sedan,5,55000,2015,Petrol,1,Manual,599000,Third Party,1390,Volkswagen,6,14.69,FWD,Kolkata,Volkswagen Jetta
Hatchback,6,60000,2020,Petrol,2,Manual,470000,Third Party,1198,Mahindra,5,18.15,FWD,Kolkata,Mahindra KUV 100 NXT
Hatchback,5,47183,2014,Petrol,1,Manual,335000,Third Party,1198,Honda,5,19.4,FWD,Kolkata,Honda Brio
MUV,7,150000,2015,Diesel,1,Manual,1050000,Third Party,2494,Toyota,5,12.99,RWD,Kolkata,Toyota Innova
Sedan,5,41510,2015,Diesel,2,Automatic,2199000,Comprehensive,2143,Mercedes-Benz,5,14.21,RWD,Kolkata,Mercedes-Benz E-Class
Sedan,5,54600,2017,Diesel,1,Manual,843000,Comprehensive,1582,Hyundai,6,22.54,FWD,Kolkata,Hyundai Elantra
Hatchback,5,20000,2007,Petrol,1,Manual,50000,Third Party,1086,Hyundai,5,18.9,FWD,Kolkata,Hyundai Santro Xing
MUV,7,4000,2022,Petrol,1,Manual,650000,Comprehensive,999,Renault,5,20.0,FWD,Kolkata,Renault Triber
Sedan,5,70000,2015,Petrol,1,Manual,180000,Third Party,1199,Chevrolet,5,18.2,FWD,Kolkata,Chevrolet Sail
SUV,5,29882,2021,Petrol,1,Manual,673000,Zero Dep,1462,Maruti,5,17.03,FWD,Kolkata,Maruti Vitara Brezza
Hatchback,5,55314,2011,Petrol,1,Manual,198000,Third Party,1197,Toyota,5,18.3,FWD,Kolkata,Toyota Etios Liva
Sedan,5,69000,2013,Diesel,1,Manual,250000,Third Party,1582,Hyundai,4,22.32,FWD,Kolkata,Hyundai Verna
Sedan,5,41565,2015,Petrol,2,Manual,338000,Comprehensive,1197,Maruti,5,22.41,FWD,Kolkata,Maruti Swift Dzire
Hatchback,5,46624,2011,Petrol,2,Manual,198000,Comprehensive,1197,Hyundai,5,18.5,FWD,Kolkata,Hyundai i20
SUV,5,56312,2021,Diesel,1,Automatic,1400000,Comprehensive,1493,Kia,6,18.0,FWD,Kolkata,Kia Seltos
Hatchback,5,22950,2019,Petrol,1,Manual,283000,Third Party,796,Maruti,5,22.05,FWD,Kolkata,Maruti Alto 800
Hatchback,5,42000,2014,Petrol,2,Manual,214000,Comprehensive,1086,Hyundai,5,19.81,FWD,Kolkata,Hyundai i10
Hatchback,5,26135,2014,Petrol,1,Manual,215000,Third Party,814,Hyundai,5,21.1,FWD,Kolkata,Hyundai EON
Hatchback,5,20913,2020,Petrol,1,Manual,749000,Comprehensive,999,Volkswagen,5,18.78,FWD,Kolkata,Volkswagen Polo
Hatchback,5,14000,2013,Petrol,2,Manual,185000,Comprehensive,814,Hyundai,5,21.1,FWD,Kolkata,Hyundai EON
Hatchback,5,3000,2020,Petrol,1,Manual,421000,Comprehensive,998,Maruti,5,24.76,FWD,Kolkata,Maruti S-Presso
Hatchback,5,52002,2018,Diesel,1,Manual,465000,Comprehensive,1248,Maruti,5,27.39,FWD,Kolkata,Maruti Baleno
Hatchback,5,60000,2010,Petrol,2,Manual,200000,Third Party,1197,Hyundai,5,18.5,FWD,Kolkata,Hyundai i20
SUV,5,50000,2021,Diesel,1,Manual,1321000,Third Party,1493,Kia,6,20.8,FWD,Kolkata,Kia Seltos
Sedan,5,59000,2014,Petrol,1,Manual,450000,Third Party,1798,Toyota,6,14.28,FWD,Kolkata,Toyota Corolla Altis
SUV,5,15000,2022,Diesel,1,Manual,1199000,Comprehensive,1493,Kia,6,18.9,FWD,Kolkata,Kia Sonet
Hatchback,5,22393,2014,Petrol,2,Manual,210000,Comprehensive,814,Hyundai,5,21.1,FWD,Kolkata,Hyundai EON
Sedan,5,53483,2016,Diesel,1,Manual,345000,Comprehensive,1498,Honda,5,25.8,FWD,Kolkata,Honda Amaze
Sedan,5,49000,2011,Petrol,1,Automatic,421000,Third Party,2354,Honda,5,11.7,FWD,Kolkata,Honda New Accord
Hatchback,5,38420,2011,Petrol,1,Manual,171000,Comprehensive,998,Maruti,5,24.39,FWD,Kolkata,Maruti Alto K10
Hatchback,5,60585,2010,Petrol,1,Manual,172000,Comprehensive,1197,Hyundai,5,20.36,FWD,Kolkata,Hyundai i10
Sedan,5,12809,2021,Petrol,1,Automatic,6600000,Comprehensive,1991,Mercedes-Benz,9,15.0,RWD,Kolkata,Mercedes-Benz E-Class
Sedan,5,37243,2019,Diesel,1,Automatic,794000,Zero Dep,1498,Skoda,7,21.72,FWD,Kolkata,Skoda Rapid
SUV,5,25796,2022,Petrol,1,Manual,881000,Comprehensive,1462,Toyota,5,17.03,FWD,Kolkata,Toyota Urban cruiser
MUV,8,34000,2018,Diesel,1,Manual,1735000,Comprehensive,2393,Toyota,5,13.68,RWD,Kolkata,Toyota Innova Crysta
SUV,5,29717,2019,Petrol,1,Automatic,852999,Comprehensive,998,Hyundai,7,18.15,FWD,Kolkata,Hyundai Venue
Hatchback,5,42000,2018,Petrol,1,Manual,325000,Comprehensive,1198,Nissan,5,19.49,FWD,Kolkata,Nissan Micra Active
Hatchback,5,24425,2014,Petrol,1,Manual,284000,Comprehensive,998,Maruti,5,20.51,FWD,Kolkata,Maruti Wagon R Stingray
Sedan,5,14323,2020,Petrol,1,Automatic,936000,Comprehensive,999,Skoda,6,16.24,FWD,Kolkata,Skoda Rapid
SUV,7,9700,2019,Diesel,1,Manual,800000,Comprehensive,1493,Mahindra,5,18.49,RWD,Kolkata,Mahindra TUV 300
Sedan,5,50000,2011,Petrol,2,Manual,250000,Third Party,1591,Hyundai,5,17.01,FWD,Kolkata,Hyundai Verna
Sedan,5,51097,2017,Petrol,1,Automatic,650000,Third Party,1497,Honda,5,18.0,FWD,Kolkata,Honda City
Hatchback,5,60000,2010,Petrol,2,Manual,165000,Third Party,1086,Hyundai,5,19.81,FWD,Kolkata,Hyundai i10
Sedan,5,23684,2022,Petrol,1,Manual,850000,Comprehensive,1197,Maruti,5,22.41,FWD,Kolkata,Maruti Swift Dzire
Hatchback,5,40000,2009,Petrol,1,Manual,161000,Third Party,1086,Hyundai,5,19.81,FWD,Kolkata,Hyundai i10
SUV,5,60002,2017,Diesel,1,Automatic,2750000,Comprehensive,2143,Mercedes-Benz,9,17.9,AWD,Kolkata,Mercedes-Benz GLC
SUV,7,39000,2018,Petrol,1,Manual,795000,Third Party,1497,Honda,6,15.4,FWD,Kolkata,Honda BR-V
MUV,7,40000,2020,Petrol,1,Manual,900000,Third Party,1462,Maruti,5,19.01,FWD,Kolkata,Maruti Ertiga
Hatchback,5,16001,2017,Diesel,1,Automatic,1800000,Comprehensive,1969,Volvo,6,16.8,FWD,Kolkata,Volvo V40
Sedan,5,51000,2014,Petrol,2,Manual,361000,Comprehensive,1591,Hyundai,5,17.01,FWD,Kolkata,Hyundai Verna
Hatchback,5,10143,2021,Petrol,1,Manual,509999,Comprehensive,998,Maruti,5,21.79,FWD,Kolkata,Maruti Wagon R
Hatchback,5,53657,2019,Petrol,2,Manual,415000,Third Party,998,Maruti,5,21.7,FWD,Kolkata,Maruti S-Presso
Hatchback,5,88532,2014,Petrol,1,Manual,266000,Comprehensive,998,Maruti,5,25.24,FWD,Kolkata,Maruti Celerio
Hatchback,5,60000,2013,Petrol,1,Manual,150000,Third Party,998,Maruti,5,20.51,FWD,Kolkata,Maruti Wagon R
SUV,5,12059,2021,Petrol,1,Manual,1375000,Comprehensive,999,Skoda,6,19.2,FWD,Kolkata,Skoda Kushaq
Hatchback,5,10000,2021,Petrol,1,Manual,520000,Third Party,1199,Tata,5,19.01,FWD,Kolkata,Tata Tiago
SUV,9,47000,2018,Diesel,1,Manual,925000,Third Party,2523,Mahindra,5,15.4,RWD,Kolkata,Mahindra Scorpio
SUV,5,20000,2018,Diesel,1,Manual,650000,Comprehensive,1461,Renault,6,19.6,FWD,Kolkata,Renault Duster
Sedan,5,37000,2013,Petrol,1,Manual,285000,Comprehensive,1197,Maruti,5,19.1,FWD,Kolkata,Maruti Swift Dzire
Hatchback,5,9520,2022,Petrol,1,Manual,728000,Comprehensive,1197,Hyundai,5,20.7,FWD,Kolkata,Hyundai Grand i10 Nios
Sedan,5,100000,2016,Petrol,1,Manual,210000,Third Party,1199,Chevrolet,5,18.2,FWD,Kolkata,Chevrolet Sail
Hatchback,5,22577,2022,CNG,1,Manual,535000,Comprehensive,1086,Hyundai,5,609.6,FWD,Kolkata,Hyundai Santro
Hatchback,5,9902,2021,Petrol,1,Manual,824000,Comprehensive,998,Hyundai,6,20.0,FWD,Kolkata,Hyundai i20
SUV,5,70000,2016,Petrol,1,Manual,500000,Third Party,1497,Ford,5,17.0,FWD,Kolkata,Ford Ecosport
Hatchback,5,20101,2020,Petrol,1,Manual,526000,Comprehensive,1197,Hyundai,5,18.9,FWD,Kolkata,Hyundai Grand i10
Hatchback,5,120000,2011,Petrol,1,Manual,180000,Third Party,1198,Skoda,5,16.25,FWD,Kolkata,Skoda Fabia
SUV,5,15258,2021,Petrol,1,Manual,969999,Comprehensive,1199,Tata,6,17.33,FWD,Kolkata,Tata Nexon
SUV,5,36397,2020,Petrol,1,Automatic,951000,Third Party,998,Hyundai,7,18.15,FWD,Kolkata,Hyundai Venue
Sedan,5,52000,2012,Diesel,1,Automatic,975000,Comprehensive,1995,BMW,6,16.07,FWD,Kolkata,BMW 3 Series
SUV,5,51900,2019,Diesel,1,Automatic,2250000,Third Party,2143,Mercedes-Benz,7,17.9,RWD,Kolkata,Mercedes-Benz GLA Class
Sedan,5,70000,2017,Petrol,1,Automatic,750000,Third Party,1497,Honda,5,18.0,FWD,Kolkata,Honda City
SUV,5,10000,2022,Petrol,1,Automatic,2650000,Third Party,1368,Jeep,7,14.1,4WD,Kolkata,Jeep Compass
SUV,5,30000,2016,Diesel,1,Automatic,1950000,Third Party,1995,BMW,8,17.05,RWD,Kolkata,BMW X1
SUV,5,23303,2019,Petrol,2,Manual,930000,Comprehensive,1591,Hyundai,6,13.0,FWD,Kolkata,Hyundai Creta
SUV,5,30000,2020,Petrol,2,Automatic,1499000,Third Party,1451,MG,6,13.96,FWD,Kolkata,MG Hector
SUV,7,70000,2017,Diesel,2,Manual,850000,Third Party,2179,Mahindra,6,16.0,FWD,Kolkata,Mahindra XUV500
SUV,5,50000,2019,Petrol,2,Manual,1019999,Third Party,1591,Hyundai,6,13.0,FWD,Kolkata,Hyundai Creta
Hatchback,5,11326,2019,Petrol,1,Manual,614000,Comprehensive,1197,Maruti,5,21.21,FWD,Kolkata,Maruti Swift
Hatchback,5,23609,2020,Petrol,1,Manual,630000,Comprehensive,1197,Maruti,5,21.21,FWD,Kolkata,Maruti Swift
Hatchback,5,30000,2016,Petrol,2,Manual,320000,Third Party,998,Maruti,5,23.1,FWD,Kolkata,Maruti Celerio
Hatchback,5,60533,2014,Petrol,1,Manual,241000,Third Party,1086,Hyundai,5,17.92,FWD,Kolkata,Hyundai Santro Xing
Sedan,5,46328,2016,Petrol,1,Manual,513000,Third Party,1373,Maruti,5,20.73,FWD,Kolkata,Maruti Ciaz
SUV,6,60000,2020,Petrol,1,Automatic,1550000,Third Party,1451,MG,6,11.67,FWD,Kolkata,MG Hector Plus
SUV,5,31745,2019,Petrol,1,Automatic,1006000,Zero Dep,998,Hyundai,7,18.15,FWD,Kolkata,Hyundai Venue
SUV,7,78668,2012,Diesel,3,Automatic,1075000,Comprehensive,2982,Toyota,5,12.55,FWD,Kolkata,Toyota Fortuner
SUV,5,3115,2021,Petrol,1,Manual,718000,Comprehensive,999,Renault,5,19.17,FWD,Kolkata,Renault Kiger
Hatchback,5,8940,2022,Petrol,1,Automatic,635000,Comprehensive,998,Maruti,5,26.0,FWD,Kolkata,Maruti Celerio
Hatchback,5,10000,2015,Petrol,1,Manual,475000,Third Party,1197,Hyundai,5,18.9,FWD,Kolkata,Hyundai Grand i10
Sedan,5,40000,2014,Petrol,3,Manual,305000,Third Party,1197,Hyundai,5,19.1,FWD,Kolkata,Hyundai Xcent
Sedan,5,45652,2018,Petrol,1,Manual,755000,Comprehensive,1497,Honda,5,17.8,FWD,Kolkata,Honda City
Sedan,5,30000,2019,Petrol,1,Manual,800000,Third Party,1462,Maruti,5,21.56,FWD,Kolkata,Maruti Ciaz
Sedan,5,85033,2015,Petrol,4,Automatic,1800000,Comprehensive,1999,Jaguar,8,9.4,AWD,Kolkata,Jaguar XJ
Hatchback,5,30000,2017,Petrol,1,Manual,450000,Third Party,1197,Hyundai,5,18.9,FWD,Kolkata,Hyundai Grand i10
Hatchback,5,70000,2011,Petrol,1,Manual,290000,Third Party,1197,Hyundai,5,18.5,FWD,Kolkata,Hyundai i20
Hatchback,5,17200,2019,Petrol,1,Manual,580000,Comprehensive,1197,Maruti,5,22.0,FWD,Kolkata,Maruti Swift
Sedan,5,18255,2015,Petrol,1,Manual,600000,Third Party,1497,Honda,5,17.4,FWD,Kolkata,Honda City
Sedan,5,80000,2015,Petrol,2,Manual,595000,Third Party,1798,Toyota,6,14.28,FWD,Kolkata,Toyota Corolla Altis
Hatchback,5,6398,2022,Petrol,1,Manual,546000,Comprehensive,998,Maruti,5,25.24,FWD,Kolkata,Maruti Celerio
Hatchback,5,45739,2020,Petrol,1,Automatic,588000,Comprehensive,1197,Hyundai,5,20.7,FWD,Kolkata,Hyundai Grand i10 Nios
SUV,7,46000,2016,Diesel,1,Manual,2300000,Third Party,2982,Toyota,5,12.55,4WD,Kolkata,Toyota Fortuner
SUV,7,35254,2016,Petrol,1,Manual,499000,Comprehensive,1497,Honda,6,15.4,FWD,Kolkata,Honda BR-V
